time,lat,lon,depth,Syn_abundance,Unit,picoprokaryote,picoprokaryote_std,target_unit
2003-01-10T12:00:00,-11.939,-24.995,20.417,0.01527272727272727,[cells/mL (X 10^5),0.14950130134820938,0.005220068278635806, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,34.147,0.01671195652173913,[cells/mL (X 10^5),0.14717693999409676,0.0059326821972039805, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,42.27,0.01611702127659574,[cells/mL (X 10^5),0.14149625599384308,0.0028366503340163827, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,58.269,0.009348441926345609,[cells/mL (X 10^5),0.13734371960163116,0.00306734835645147, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,82.374,0.0067400881057268726,[cells/mL (X 10^5),0.1308191381394863,0.003010356299679606, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,102.87,0.003471074380165289,[cells/mL (X 10^5),0.13289915397763252,0.0028997010638091214, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,127.564,0.0028048780487804877,[cells/mL (X 10^5),0.16177048161625862,0.007426027130249156, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,152.56,0.0002,[cells/mL (X 10^5),0.1727534681558609,0.003935324751649539, [mmol C/m^3]
2003-01-10T12:00:00,-11.939,-24.995,198.456,6.666666666666667e-05,[cells/mL (X 10^5),0.02004355750977993,0.005232955936123741, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,23.98,0.0214,[cells/mL (X 10^5),0.13241345062851906,0.003308051857260155, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,41.789,0.01313333333333333,[cells/mL (X 10^5),0.13077092170715332,0.002586845529849443, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,52.051,0.01773333333333333,[cells/mL (X 10^5),0.13180595450103283,0.008492195555859599, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,70.04,0.0124,[cells/mL (X 10^5),0.1384486723691225,0.010299555684408017, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,82.03399999999998,0.0168,[cells/mL (X 10^5),0.14194254577159882,0.009638529893939709, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,102.268,0.0132,[cells/mL (X 10^5),0.1481105163693428,0.009038394501447024, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,132.069,0.0074666666666666675,[cells/mL (X 10^5),0.15698475949466228,0.007144856192283844, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,158.316,0.0007333333333333332,[cells/mL (X 10^5),0.18007265217602253,0.007071406277880417, [mmol C/m^3]
2003-02-10T11:52:00,-16.154,-24.991,202.182,0.0005333333333333335,[cells/mL (X 10^5),,, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,21.897,0.022974472807991118,[cells/mL (X 10^5),0.15299120359122753,0.011087217767315104, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,38.065,0.02526666666666667,[cells/mL (X 10^5),0.16241194307804108,0.019818123507771488, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,67.98899999999999,0.01386666666666667,[cells/mL (X 10^5),0.18008626252412796,0.0294988798068914, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,82.384,0.010133333333333331,[cells/mL (X 10^5),0.17226583883166313,0.021276402195590762, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,102.223,0.01253333333333333,[cells/mL (X 10^5),0.16785939410328865,0.01192846486237264, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,128.113,0.0044666666666666665,[cells/mL (X 10^5),0.17242817394435406,0.004069468375643811, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,157.66299999999995,0.0007333333333333332,[cells/mL (X 10^5),0.1193131860345602,0.021705414661893768, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,172.725,0.0001333333333333333,[cells/mL (X 10^5),0.049777706153690815,0.012569609426589945, [mmol C/m^3]
2003-03-10T11:58:00,-20.244,-25.001,203.052,0.00026666666666666673,[cells/mL (X 10^5),,, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,20.259,0.031003717472118962,[cells/mL (X 10^5),0.17928889393806458,0.023145947308222198, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,36.561,0.03203814064362336,[cells/mL (X 10^5),0.1801295317709446,0.025567036831990898, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,52.672,0.02765685019206146,[cells/mL (X 10^5),0.1891915239393711,0.030656156301420497, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,62.524,0.029707927677329632,[cells/mL (X 10^5),0.18858851492404938,0.023864899114110088, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,82.385,0.02898678414096916,[cells/mL (X 10^5),0.1890357844531536,0.009799999400663699, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,112.756,0.013066666666666673,[cells/mL (X 10^5),0.1482040323317051,0.004331493546195605, [mmol C/m^3]
2003-04-10T12:00:00,-23.906,-24.999,145.2,0.0005172413793103447,[cells/mL (X 10^5),,, [mmol C/m^3]
