time,lat,lon,depth,Synechococcus,Unit,picoprokaryote,picoprokaryote_std,target_unit
2017-07-11T11:25:26,26.493,-158.536,24.7,0.017,[#/ml,,, [mmol C/m^3]
2017-07-11T11:29:51,26.493,-158.536,5.1,0.013,[#/ml,,, [mmol C/m^3]
2017-07-11T12:47:01,26.492,-158.536,122.5,0.0,[#/ml,,, [mmol C/m^3]
2017-07-11T12:53:30,26.492,-158.536,14.6,0.011,[#/ml,,, [mmol C/m^3]
2017-07-11T16:38:55,26.48,-158.565,121.6,0.0,[#/ml,,, [mmol C/m^3]
2017-07-11T16:48:20,26.48,-158.565,14.7,0.014,[#/ml,,, [mmol C/m^3]
2017-07-11T22:21:34,26.492,-158.601,121.1,0.0,[#/ml,,, [mmol C/m^3]
2017-07-11T22:33:44,26.492,-158.601,14.8,0.011,[#/ml,,, [mmol C/m^3]
2017-07-12T00:28:29,26.522,-158.607,121.1,0.0,[#/ml,,, [mmol C/m^3]
2017-07-12T00:35:02,26.522,-158.607,14.2,0.011,[#/ml,,, [mmol C/m^3]
2017-07-12T04:32:02,26.538,-158.589,126.3,0.0,[#/ml,,, [mmol C/m^3]
2017-07-12T04:40:04,26.538,-158.589,14.5,0.012,[#/ml,,, [mmol C/m^3]
2017-07-12T08:28:44,26.551,-158.56799999999996,125.6,0.0,[#/ml,,, [mmol C/m^3]
2017-07-12T08:35:23,26.551,-158.56799999999996,14.9,0.01,[#/ml,,, [mmol C/m^3]
2017-07-12T13:00:01,26.553,-158.565,121.7,0.0,[#/ml,,, [mmol C/m^3]
2017-07-12T13:07:43,26.553,-158.565,15.3,0.012,[#/ml,,, [mmol C/m^3]
