time,lat,lon,depth,Prochlorococcus,Unit,picoprokaryote,picoprokaryote_std,target_unit
2017-06-30T01:15:31,27.18,-157.607,6.1,1.192,[#/ml],,, [mmol C/m^3]
2017-06-30T06:51:45,26.37,-158.011,497.5,0.0,[#/ml],,, [mmol C/m^3]
2017-06-30T07:02:33,26.37,-158.011,248.6,0.004,[#/ml],,, [mmol C/m^3]
2017-06-30T07:04:44,26.37,-158.011,198.9,0.018000000000000002,[#/ml],,, [mmol C/m^3]
2017-06-30T07:06:13,26.37,-158.011,174.7,0.02,[#/ml],,, [mmol C/m^3]
2017-06-30T07:08:00,26.37,-158.011,148.7,0.301,[#/ml],,, [mmol C/m^3]
2017-06-30T07:09:51,26.37,-158.011,124.2,1.3119999999999998,[#/ml],,, [mmol C/m^3]
2017-06-30T07:10:12,26.37,-158.011,124.8,1.271,[#/ml],,, [mmol C/m^3]
2017-06-30T07:11:46,26.37,-158.011,99.1,2.353,[#/ml],,, [mmol C/m^3]
2017-06-30T07:13:13,26.37,-158.011,74.1,2.0780000000000003,[#/ml],,, [mmol C/m^3]
2017-06-30T07:14:41,26.37,-158.011,44.6,1.842,[#/ml],,, [mmol C/m^3]
2017-06-30T07:18:14,26.37,-158.011,15.7,1.239,[#/ml],,, [mmol C/m^3]
2017-06-30T07:19:27,26.37,-158.011,5.5,1.289,[#/ml],,, [mmol C/m^3]
2017-06-30T15:55:29,26.17,-158.02200000000005,497.1,0.0,[#/ml],,, [mmol C/m^3]
2017-06-30T16:02:11,26.17,-158.02200000000005,248.8,0.0,[#/ml],,, [mmol C/m^3]
2017-06-30T16:05:53,26.17,-158.02200000000005,199.4,0.012,[#/ml],,, [mmol C/m^3]
2017-06-30T16:08:53,26.17,-158.02200000000005,174.0,0.026,[#/ml],,, [mmol C/m^3]
2017-06-30T16:11:39,26.17,-158.02200000000005,150.0,0.308,[#/ml],,, [mmol C/m^3]
2017-06-30T16:16:06,26.17,-158.02200000000005,124.6,1.3259999999999998,[#/ml],,, [mmol C/m^3]
2017-06-30T16:16:36,26.17,-158.02200000000005,124.0,1.339,[#/ml],,, [mmol C/m^3]
2017-06-30T16:19:24,26.17,-158.02200000000005,99.0,2.739,[#/ml],,, [mmol C/m^3]
2017-06-30T16:22:02,26.17,-158.02200000000005,75.6,2.569,[#/ml],,, [mmol C/m^3]
2017-06-30T16:26:50,26.17,-158.02200000000005,44.2,2.293,[#/ml],,, [mmol C/m^3]
2017-06-30T16:29:53,26.17,-158.02200000000005,15.7,1.845,[#/ml],,, [mmol C/m^3]
2017-06-30T16:32:10,26.17,-158.02200000000005,5.8,1.793,[#/ml],,, [mmol C/m^3]
2017-06-30T20:25:45,25.924,-158.124,495.9,0.0,[#/ml],,, [mmol C/m^3]
2017-06-30T20:31:25,25.924,-158.124,248.5,0.002,[#/ml],,, [mmol C/m^3]
2017-06-30T20:33:22,25.924,-158.124,198.8,0.006999999999999999,[#/ml],,, [mmol C/m^3]
2017-06-30T20:34:57,25.924,-158.124,175.5,0.042,[#/ml],,, [mmol C/m^3]
2017-06-30T20:36:48,25.924,-158.124,149.0,0.231,[#/ml],,, [mmol C/m^3]
2017-06-30T20:38:29,25.924,-158.124,123.8,0.773,[#/ml],,, [mmol C/m^3]
2017-06-30T20:40:09,25.924,-158.124,109.9,1.524,[#/ml],,, [mmol C/m^3]
2017-06-30T20:41:37,25.924,-158.124,99.7,2.361,[#/ml],,, [mmol C/m^3]
2017-06-30T20:43:29,25.924,-158.124,74.5,2.629,[#/ml],,, [mmol C/m^3]
2017-06-30T20:45:28,25.924,-158.124,45.1,2.3480000000000003,[#/ml],,, [mmol C/m^3]
2017-06-30T20:49:34,25.924,-158.124,14.6,1.652,[#/ml],,, [mmol C/m^3]
2017-06-30T20:51:09,25.924,-158.124,5.1,1.57,[#/ml],,, [mmol C/m^3]
2017-07-01T01:32:17,25.68,-158.225,496.9,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T01:38:26,25.68,-158.225,249.6,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T01:41:32,25.68,-158.225,198.0,0.005,[#/ml],,, [mmol C/m^3]
2017-07-01T01:43:38,25.68,-158.225,173.9,0.016,[#/ml],,, [mmol C/m^3]
2017-07-01T01:45:13,25.68,-158.225,149.8,0.062,[#/ml],,, [mmol C/m^3]
2017-07-01T01:48:36,25.68,-158.225,123.8,0.407,[#/ml],,, [mmol C/m^3]
2017-07-01T01:51:10,25.68,-158.225,111.0,0.77,[#/ml],,, [mmol C/m^3]
2017-07-01T01:52:28,25.68,-158.225,99.9,1.072,[#/ml],,, [mmol C/m^3]
2017-07-01T01:54:15,25.68,-158.225,75.4,2.313,[#/ml],,, [mmol C/m^3]
2017-07-01T01:58:04,25.68,-158.225,44.0,2.121,[#/ml],,, [mmol C/m^3]
2017-07-01T02:00:41,25.68,-158.225,15.4,1.625,[#/ml],,, [mmol C/m^3]
2017-07-01T02:02:21,25.68,-158.225,5.7,1.524,[#/ml],,, [mmol C/m^3]
2017-07-01T04:08:59,25.432,-158.327,497.2,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T04:16:43,25.432,-158.327,249.1,0.004,[#/ml],,, [mmol C/m^3]
2017-07-01T04:20:45,25.432,-158.327,199.0,0.002,[#/ml],,, [mmol C/m^3]
2017-07-01T04:23:40,25.432,-158.327,174.3,0.044,[#/ml],,, [mmol C/m^3]
2017-07-01T04:26:39,25.432,-158.327,148.9,0.187,[#/ml],,, [mmol C/m^3]
2017-07-01T04:29:37,25.432,-158.327,123.9,0.901,[#/ml],,, [mmol C/m^3]
2017-07-01T04:31:57,25.432,-158.327,122.9,0.901,[#/ml],,, [mmol C/m^3]
2017-07-01T04:35:49,25.432,-158.327,98.4,1.481,[#/ml],,, [mmol C/m^3]
2017-07-01T04:38:40,25.432,-158.327,74.0,1.931,[#/ml],,, [mmol C/m^3]
2017-07-01T04:42:10,25.432,-158.327,44.7,1.827,[#/ml],,, [mmol C/m^3]
2017-07-01T04:46:52,25.432,-158.327,14.7,1.529,[#/ml],,, [mmol C/m^3]
2017-07-01T04:50:02,25.432,-158.327,4.1,1.484,[#/ml],,, [mmol C/m^3]
2017-07-01T10:06:31,25.186,-158.428,495.7,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T10:12:12,25.186,-158.428,246.7,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T10:15:18,25.186,-158.428,199.0,0.002,[#/ml],,, [mmol C/m^3]
2017-07-01T10:17:37,25.186,-158.428,173.8,0.014,[#/ml],,, [mmol C/m^3]
2017-07-01T10:19:37,25.186,-158.428,149.6,0.149,[#/ml],,, [mmol C/m^3]
2017-07-01T10:23:01,25.186,-158.428,125.1,0.7559999999999999,[#/ml],,, [mmol C/m^3]
2017-07-01T10:25:26,25.186,-158.428,108.2,2.215,[#/ml],,, [mmol C/m^3]
2017-07-01T10:27:02,25.186,-158.428,100.1,2.225,[#/ml],,, [mmol C/m^3]
2017-07-01T10:29:17,25.186,-158.428,75.8,2.132,[#/ml],,, [mmol C/m^3]
2017-07-01T10:33:22,25.186,-158.428,45.7,1.998,[#/ml],,, [mmol C/m^3]
2017-07-01T10:36:30,25.186,-158.428,14.9,1.818,[#/ml],,, [mmol C/m^3]
2017-07-01T10:38:25,25.186,-158.428,5.5,1.771,[#/ml],,, [mmol C/m^3]
2017-07-01T17:52:15,24.861,-158.569,496.1,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T17:57:51,24.861,-158.569,248.3,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T18:00:11,24.861,-158.569,198.4,0.001,[#/ml],,, [mmol C/m^3]
2017-07-01T18:01:53,24.861,-158.569,174.2,0.008,[#/ml],,, [mmol C/m^3]
2017-07-01T18:03:54,24.861,-158.569,149.2,0.135,[#/ml],,, [mmol C/m^3]
2017-07-01T18:05:42,24.861,-158.569,125.5,0.531,[#/ml],,, [mmol C/m^3]
2017-07-01T18:06:56,24.861,-158.569,99.8,1.244,[#/ml],,, [mmol C/m^3]
2017-07-01T18:08:25,24.861,-158.569,97.6,2.22,[#/ml],,, [mmol C/m^3]
2017-07-01T18:09:59,24.861,-158.569,74.5,2.737,[#/ml],,, [mmol C/m^3]
2017-07-01T18:11:58,24.861,-158.569,44.6,2.946,[#/ml],,, [mmol C/m^3]
2017-07-01T18:14:13,24.861,-158.569,14.9,1.962,[#/ml],,, [mmol C/m^3]
2017-07-01T18:15:40,24.861,-158.569,5.3,1.973,[#/ml],,, [mmol C/m^3]
2017-07-01T22:22:46,24.471,-158.72299999999996,495.8,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T22:29:53,24.471,-158.72299999999996,247.6,0.0,[#/ml],,, [mmol C/m^3]
2017-07-01T22:33:30,24.471,-158.72299999999996,200.0,0.002,[#/ml],,, [mmol C/m^3]
2017-07-01T22:36:24,24.471,-158.72299999999996,173.2,0.018000000000000002,[#/ml],,, [mmol C/m^3]
2017-07-01T22:39:14,24.471,-158.72299999999996,149.7,0.23,[#/ml],,, [mmol C/m^3]
2017-07-01T22:41:54,24.471,-158.72299999999996,124.3,0.48,[#/ml],,, [mmol C/m^3]
2017-07-01T22:44:42,24.471,-158.72299999999996,103.4,1.137,[#/ml],,, [mmol C/m^3]
2017-07-01T22:47:43,24.471,-158.72299999999996,101.2,1.243,[#/ml],,, [mmol C/m^3]
2017-07-01T22:50:21,24.471,-158.72299999999996,74.8,2.283,[#/ml],,, [mmol C/m^3]
2017-07-01T22:58:17,24.471,-158.72299999999996,14.5,1.525,[#/ml],,, [mmol C/m^3]
2017-07-01T23:00:42,24.471,-158.72299999999996,6.1,1.461,[#/ml],,, [mmol C/m^3]
2017-07-02T04:55:11,24.0,-158.917,496.7,0.0,[#/ml],,, [mmol C/m^3]
2017-07-02T05:02:10,24.0,-158.917,248.4,0.002,[#/ml],,, [mmol C/m^3]
2017-07-02T05:05:43,24.0,-158.917,198.6,0.006,[#/ml],,, [mmol C/m^3]
2017-07-02T05:08:08,24.0,-158.917,173.7,0.075,[#/ml],,, [mmol C/m^3]
2017-07-02T05:11:31,24.0,-158.917,148.2,0.224,[#/ml],,, [mmol C/m^3]
2017-07-02T05:13:49,24.0,-158.917,124.6,0.521,[#/ml],,, [mmol C/m^3]
2017-07-02T05:16:14,24.0,-158.917,104.8,1.08,[#/ml],,, [mmol C/m^3]
2017-07-02T05:18:05,24.0,-158.917,99.7,1.221,[#/ml],,, [mmol C/m^3]
2017-07-02T05:20:53,24.0,-158.917,75.4,1.871,[#/ml],,, [mmol C/m^3]
2017-07-02T05:23:34,24.0,-158.917,45.0,2.107,[#/ml],,, [mmol C/m^3]
2017-07-02T05:27:02,24.0,-158.917,14.0,1.4780000000000002,[#/ml],,, [mmol C/m^3]
2017-07-02T05:29:13,24.0,-158.917,3.9,1.485,[#/ml],,, [mmol C/m^3]
2017-07-03T19:20:05,25.091,-158.08,144.9,0.343,[#/ml],,, [mmol C/m^3]
2017-07-03T19:21:38,25.091,-158.08,139.4,0.388,[#/ml],,, [mmol C/m^3]
2017-07-03T19:22:47,25.091,-158.08,134.7,0.562,[#/ml],,, [mmol C/m^3]
2017-07-03T19:23:57,25.091,-158.08,129.5,0.604,[#/ml],,, [mmol C/m^3]
2017-07-03T19:25:04,25.091,-158.08,124.5,0.764,[#/ml],,, [mmol C/m^3]
2017-07-03T19:26:28,25.091,-158.08,119.5,1.248,[#/ml],,, [mmol C/m^3]
2017-07-03T19:27:41,25.091,-158.08,114.4,1.27,[#/ml],,, [mmol C/m^3]
2017-07-03T19:29:05,25.091,-158.08,109.8,1.146,[#/ml],,, [mmol C/m^3]
2017-07-03T19:30:36,25.091,-158.08,104.4,2.06,[#/ml],,, [mmol C/m^3]
2017-07-03T19:31:59,25.091,-158.08,99.2,2.41,[#/ml],,, [mmol C/m^3]
2017-07-03T19:33:19,25.091,-158.08,94.7,2.017,[#/ml],,, [mmol C/m^3]
2017-07-03T19:34:21,25.091,-158.08,89.9,1.874,[#/ml],,, [mmol C/m^3]
2017-07-03T19:35:23,25.091,-158.08,84.9,2.069,[#/ml],,, [mmol C/m^3]
2017-07-03T19:36:31,25.091,-158.08,79.6,2.077,[#/ml],,, [mmol C/m^3]
2017-07-03T19:37:40,25.091,-158.08,74.6,1.966,[#/ml],,, [mmol C/m^3]
2017-07-04T12:11:47,24.724,-158.502,173.5,0.006999999999999999,[#/ml],,, [mmol C/m^3]
2017-07-04T12:14:38,24.724,-158.502,150.0,0.05,[#/ml],,, [mmol C/m^3]
2017-07-04T12:16:58,24.724,-158.502,124.4,0.34,[#/ml],,, [mmol C/m^3]
2017-07-04T12:19:53,24.724,-158.502,106.8,0.547,[#/ml],,, [mmol C/m^3]
2017-07-04T12:22:33,24.724,-158.502,99.2,0.9,[#/ml],,, [mmol C/m^3]
2017-07-04T12:26:03,24.724,-158.502,74.0,2.469,[#/ml],,, [mmol C/m^3]
2017-07-04T12:29:03,24.724,-158.502,44.9,2.7030000000000003,[#/ml],,, [mmol C/m^3]
2017-07-04T12:31:58,24.724,-158.502,25.4,2.237,[#/ml],,, [mmol C/m^3]
2017-07-04T12:35:15,24.724,-158.502,4.8,2.213,[#/ml],,, [mmol C/m^3]
2017-07-04T16:58:38,24.72,-158.487,100.6,0.908,[#/ml],,, [mmol C/m^3]
2017-07-04T17:05:48,24.72,-158.487,14.9,1.961,[#/ml],,, [mmol C/m^3]
2017-07-04T20:35:35,24.73,-158.489,108.6,0.8059999999999999,[#/ml],,, [mmol C/m^3]
2017-07-04T20:41:44,24.73,-158.489,44.3,2.096,[#/ml],,, [mmol C/m^3]
2017-07-05T00:28:02,24.744,-158.482,101.5,0.6779999999999999,[#/ml],,, [mmol C/m^3]
2017-07-05T00:34:58,24.744,-158.482,14.7,1.77,[#/ml],,, [mmol C/m^3]
2017-07-05T04:31:34,24.759,-158.47799999999995,105.1,0.491,[#/ml],,, [mmol C/m^3]
2017-07-05T04:38:39,24.759,-158.47799999999995,14.2,1.856,[#/ml],,, [mmol C/m^3]
2017-07-05T08:34:54,24.759,-158.499,92.9,0.665,[#/ml],,, [mmol C/m^3]
2017-07-05T08:43:07,24.759,-158.499,14.9,1.87,[#/ml],,, [mmol C/m^3]
2017-07-05T12:50:04,24.783,-158.509,109.3,0.556,[#/ml],,, [mmol C/m^3]
2017-07-05T12:55:57,24.783,-158.509,15.1,2.269,[#/ml],,, [mmol C/m^3]
2017-07-05T13:55:01,24.791,-158.502,174.0,0.009000000000000001,[#/ml],,, [mmol C/m^3]
2017-07-05T13:57:34,24.791,-158.502,149.1,0.096,[#/ml],,, [mmol C/m^3]
2017-07-05T13:59:59,24.791,-158.502,123.6,0.233,[#/ml],,, [mmol C/m^3]
2017-07-05T14:02:21,24.791,-158.502,107.8,0.421,[#/ml],,, [mmol C/m^3]
2017-07-05T14:05:20,24.791,-158.502,99.3,0.675,[#/ml],,, [mmol C/m^3]
2017-07-05T14:09:15,24.791,-158.502,74.2,2.0980000000000003,[#/ml],,, [mmol C/m^3]
2017-07-05T14:12:40,24.791,-158.502,45.4,2.5660000000000003,[#/ml],,, [mmol C/m^3]
2017-07-05T14:15:32,24.791,-158.502,25.6,2.154,[#/ml],,, [mmol C/m^3]
2017-07-05T14:18:22,24.791,-158.502,4.9,2.091,[#/ml],,, [mmol C/m^3]
2017-07-05T16:47:25,24.787,-158.516,101.5,0.5870000000000001,[#/ml],,, [mmol C/m^3]
2017-07-05T16:54:04,24.787,-158.516,15.0,2.059,[#/ml],,, [mmol C/m^3]
2017-07-05T20:22:48,24.791,-158.55700000000004,115.1,0.568,[#/ml],,, [mmol C/m^3]
2017-07-05T20:28:47,24.791,-158.55700000000004,15.0,1.838,[#/ml],,, [mmol C/m^3]
2017-07-06T00:29:01,24.799,-158.57,100.9,0.479,[#/ml],,, [mmol C/m^3]
2017-07-06T00:35:16,24.799,-158.57,14.7,1.717,[#/ml],,, [mmol C/m^3]
2017-07-06T04:42:06,24.809,-158.59799999999996,111.9,0.443,[#/ml],,, [mmol C/m^3]
2017-07-06T04:50:23,24.809,-158.59799999999996,15.7,1.565,[#/ml],,, [mmol C/m^3]
2017-07-06T08:29:32,24.81,-158.62,107.0,0.475,[#/ml],,, [mmol C/m^3]
2017-07-06T08:38:56,24.81,-158.62,15.0,1.791,[#/ml],,, [mmol C/m^3]
2017-07-06T10:50:40,24.812,-158.621,173.6,0.012,[#/ml],,, [mmol C/m^3]
2017-07-06T10:53:39,24.812,-158.621,149.2,0.102,[#/ml],,, [mmol C/m^3]
2017-07-06T10:56:35,24.812,-158.621,124.0,0.4320000000000001,[#/ml],,, [mmol C/m^3]
2017-07-06T10:59:38,24.812,-158.621,110.8,0.4920000000000001,[#/ml],,, [mmol C/m^3]
2017-07-06T11:03:54,24.812,-158.621,99.3,0.858,[#/ml],,, [mmol C/m^3]
2017-07-06T11:08:03,24.812,-158.621,75.0,2.005,[#/ml],,, [mmol C/m^3]
2017-07-06T11:11:43,24.812,-158.621,45.6,2.49,[#/ml],,, [mmol C/m^3]
2017-07-06T11:14:22,24.812,-158.621,24.3,2.116,[#/ml],,, [mmol C/m^3]
2017-07-06T11:17:00,24.812,-158.621,5.4,1.961,[#/ml],,, [mmol C/m^3]
2017-07-06T12:36:35,24.812,-158.621,106.1,0.5660000000000001,[#/ml],,, [mmol C/m^3]
2017-07-06T12:43:28,24.812,-158.621,14.5,2.156,[#/ml],,, [mmol C/m^3]
2017-07-06T17:24:52,24.809,-158.673,100.0,0.527,[#/ml],,, [mmol C/m^3]
2017-07-06T17:38:07,24.809,-158.673,15.5,1.966,[#/ml],,, [mmol C/m^3]
2017-07-06T20:36:35,24.784,-158.694,109.3,0.539,[#/ml],,, [mmol C/m^3]
2017-07-06T20:45:07,24.784,-158.694,15.1,1.906,[#/ml],,, [mmol C/m^3]
2017-07-07T00:20:34,24.78,-158.71,108.8,0.531,[#/ml],,, [mmol C/m^3]
2017-07-07T04:31:41,24.778,-158.71200000000005,109.3,0.431,[#/ml],,, [mmol C/m^3]
2017-07-07T04:38:09,24.778,-158.71200000000005,15.1,1.547,[#/ml],,, [mmol C/m^3]
2017-07-07T08:59:51,24.738000000000003,-158.694,106.5,0.515,[#/ml],,, [mmol C/m^3]
2017-07-07T09:07:02,24.738000000000003,-158.694,14.8,1.879,[#/ml],,, [mmol C/m^3]
2017-07-07T12:32:33,24.723000000000006,-158.692,109.3,0.605,[#/ml],,, [mmol C/m^3]
2017-07-07T12:39:33,24.723000000000006,-158.692,15.9,1.953,[#/ml],,, [mmol C/m^3]
2017-07-07T19:03:26,24.697,-158.667,143.5,0.222,[#/ml],,, [mmol C/m^3]
2017-07-07T19:04:26,24.697,-158.667,138.2,0.302,[#/ml],,, [mmol C/m^3]
2017-07-07T19:05:20,24.697,-158.667,132.6,0.3670000000000001,[#/ml],,, [mmol C/m^3]
2017-07-07T19:06:26,24.697,-158.667,128.7,0.406,[#/ml],,, [mmol C/m^3]
2017-07-07T19:07:39,24.697,-158.667,124.2,0.501,[#/ml],,, [mmol C/m^3]
2017-07-07T19:09:28,24.697,-158.667,118.2,0.5329999999999999,[#/ml],,, [mmol C/m^3]
2017-07-07T19:10:24,24.697,-158.667,113.5,0.634,[#/ml],,, [mmol C/m^3]
2017-07-07T19:12:19,24.697,-158.667,108.3,0.7190000000000001,[#/ml],,, [mmol C/m^3]
2017-07-07T19:13:39,24.697,-158.667,102.5,0.978,[#/ml],,, [mmol C/m^3]
2017-07-07T19:15:20,24.697,-158.667,99.0,1.293,[#/ml],,, [mmol C/m^3]
2017-07-07T19:16:35,24.697,-158.667,94.0,1.45,[#/ml],,, [mmol C/m^3]
2017-07-07T19:17:36,24.697,-158.667,88.5,1.661,[#/ml],,, [mmol C/m^3]
2017-07-07T19:18:35,24.697,-158.667,84.5,1.682,[#/ml],,, [mmol C/m^3]
2017-07-07T19:19:39,24.697,-158.667,78.7,1.699,[#/ml],,, [mmol C/m^3]
2017-07-07T19:20:43,24.697,-158.667,73.1,1.73,[#/ml],,, [mmol C/m^3]
2017-07-08T19:54:03,26.499,-158.44,162.2,0.059,[#/ml],,, [mmol C/m^3]
2017-07-08T19:55:55,26.499,-158.44,156.9,0.078,[#/ml],,, [mmol C/m^3]
2017-07-08T20:00:29,26.499,-158.44,151.5,0.139,[#/ml],,, [mmol C/m^3]
2017-07-08T20:02:21,26.499,-158.44,147.6,0.184,[#/ml],,, [mmol C/m^3]
2017-07-08T20:04:22,26.499,-158.44,141.7,0.285,[#/ml],,, [mmol C/m^3]
2017-07-08T20:06:44,26.499,-158.44,137.5,0.34700000000000003,[#/ml],,, [mmol C/m^3]
2017-07-08T20:08:32,26.499,-158.44,132.1,0.421,[#/ml],,, [mmol C/m^3]
2017-07-08T20:11:04,26.499,-158.44,127.2,0.417,[#/ml],,, [mmol C/m^3]
2017-07-08T20:12:50,26.499,-158.44,122.9,0.581,[#/ml],,, [mmol C/m^3]
2017-07-08T20:15:12,26.499,-158.44,117.8,0.857,[#/ml],,, [mmol C/m^3]
2017-07-08T20:17:10,26.499,-158.44,112.6,1.223,[#/ml],,, [mmol C/m^3]
2017-07-08T20:19:01,26.499,-158.44,107.7,1.638,[#/ml],,, [mmol C/m^3]
2017-07-08T20:20:57,26.499,-158.44,102.9,1.917,[#/ml],,, [mmol C/m^3]
2017-07-08T20:22:56,26.499,-158.44,97.2,2.175,[#/ml],,, [mmol C/m^3]
2017-07-08T20:24:42,26.499,-158.44,93.6,2.391,[#/ml],,, [mmol C/m^3]
2017-07-09T12:16:30,26.466,-158.485,174.3,0.052000000000000005,[#/ml],,, [mmol C/m^3]
2017-07-09T12:19:16,26.466,-158.485,149.0,0.223,[#/ml],,, [mmol C/m^3]
2017-07-09T12:22:01,26.466,-158.485,128.0,0.987,[#/ml],,, [mmol C/m^3]
2017-07-09T12:24:32,26.466,-158.485,124.8,1.09,[#/ml],,, [mmol C/m^3]
2017-07-09T12:27:55,26.466,-158.485,100.2,2.7460000000000004,[#/ml],,, [mmol C/m^3]
2017-07-09T12:31:25,26.466,-158.485,75.0,2.884,[#/ml],,, [mmol C/m^3]
2017-07-09T12:35:01,26.466,-158.485,43.9,2.449,[#/ml],,, [mmol C/m^3]
2017-07-09T12:38:25,26.466,-158.485,24.4,1.881,[#/ml],,, [mmol C/m^3]
2017-07-09T12:41:31,26.466,-158.485,4.7,1.877,[#/ml],,, [mmol C/m^3]
2017-07-09T16:35:04,26.485,-158.486,124.4,0.872,[#/ml],,, [mmol C/m^3]
2017-07-09T16:42:21,26.485,-158.486,15.1,1.856,[#/ml],,, [mmol C/m^3]
2017-07-09T20:28:33,26.497,-158.486,118.4,0.889,[#/ml],,, [mmol C/m^3]
2017-07-09T20:39:01,26.497,-158.486,15.3,1.946,[#/ml],,, [mmol C/m^3]
2017-07-10T00:21:01,26.495,-158.487,122.9,0.797,[#/ml],,, [mmol C/m^3]
2017-07-10T00:27:40,26.495,-158.487,15.2,1.652,[#/ml],,, [mmol C/m^3]
2017-07-10T04:33:30,26.49,-158.489,127.8,0.7609999999999999,[#/ml],,, [mmol C/m^3]
2017-07-10T04:42:30,26.49,-158.489,14.6,1.507,[#/ml],,, [mmol C/m^3]
2017-07-10T09:01:31,26.477,-158.486,112.3,0.885,[#/ml],,, [mmol C/m^3]
2017-07-10T09:10:00,26.477,-158.486,15.1,1.516,[#/ml],,, [mmol C/m^3]
2017-07-10T12:36:08,26.47,-158.499,117.6,0.823,[#/ml],,, [mmol C/m^3]
2017-07-10T12:43:02,26.47,-158.499,15.2,1.903,[#/ml],,, [mmol C/m^3]
2017-07-10T13:38:32,26.468000000000004,-158.512,174.3,0.046,[#/ml],,, [mmol C/m^3]
2017-07-10T13:40:27,26.468000000000004,-158.512,149.2,0.154,[#/ml],,, [mmol C/m^3]
2017-07-10T13:42:42,26.468000000000004,-158.512,124.9,0.7120000000000001,[#/ml],,, [mmol C/m^3]
2017-07-10T13:44:53,26.468000000000004,-158.512,120.7,1.041,[#/ml],,, [mmol C/m^3]
2017-07-10T13:47:24,26.468000000000004,-158.512,99.5,2.826,[#/ml],,, [mmol C/m^3]
2017-07-10T13:50:07,26.468000000000004,-158.512,75.1,2.92,[#/ml],,, [mmol C/m^3]
2017-07-10T13:52:38,26.468000000000004,-158.512,45.4,2.477,[#/ml],,, [mmol C/m^3]
2017-07-10T13:54:48,26.468000000000004,-158.512,25.2,2.178,[#/ml],,, [mmol C/m^3]
2017-07-10T13:57:13,26.468000000000004,-158.512,5.4,1.907,[#/ml],,, [mmol C/m^3]
2017-07-10T16:34:50,26.457,-158.514,124.8,0.7929999999999999,[#/ml],,, [mmol C/m^3]
2017-07-10T16:43:51,26.457,-158.514,15.3,2.241,[#/ml],,, [mmol C/m^3]
2017-07-10T20:23:10,26.464,-158.542,135.6,0.8009999999999999,[#/ml],,, [mmol C/m^3]
2017-07-10T20:29:29,26.464,-158.542,15.7,2.091,[#/ml],,, [mmol C/m^3]
2017-07-11T00:30:23,26.474,-158.546,132.4,0.72,[#/ml],,, [mmol C/m^3]
2017-07-11T00:42:40,26.474,-158.546,15.5,2.161,[#/ml],,, [mmol C/m^3]
2017-07-11T05:01:20,26.485,-158.536,127.0,0.763,[#/ml],,, [mmol C/m^3]
2017-07-11T05:13:46,26.485,-158.536,15.1,1.814,[#/ml],,, [mmol C/m^3]
