time,lat,lon,depth,Prochlorococcus,Unit,picoprokaryote,picoprokaryote_std,target_unit
2017-06-29T13:44:30,27.951,-157.284,501.8,0.002,[#/ml],,, [mmol C/m^3]
2017-06-29T13:51:21,27.951,-157.284,250.1,0.0,[#/ml],,, [mmol C/m^3]
2017-06-29T13:53:23,27.951,-157.284,200.8,0.002,[#/ml],,, [mmol C/m^3]
2017-06-29T13:55:59,27.951,-157.284,175.8,0.018000000000000002,[#/ml],,, [mmol C/m^3]
2017-06-29T13:57:44,27.951,-157.284,150.1,0.1,[#/ml],,, [mmol C/m^3]
2017-06-29T13:59:26,27.951,-157.284,126.6,0.555,[#/ml],,, [mmol C/m^3]
2017-06-29T14:01:42,27.951,-157.284,104.5,1.6469999999999998,[#/ml],,, [mmol C/m^3]
2017-06-29T14:03:05,27.951,-157.284,100.1,1.636,[#/ml],,, [mmol C/m^3]
2017-06-29T14:05:16,27.951,-157.284,75.4,1.817,[#/ml],,, [mmol C/m^3]
2017-06-29T14:07:42,27.951,-157.284,43.5,1.694,[#/ml],,, [mmol C/m^3]
2017-06-29T14:10:29,27.951,-157.284,16.2,1.6369999999999998,[#/ml],,, [mmol C/m^3]
2017-06-29T14:11:56,27.951,-157.284,5.2,1.491,[#/ml],,, [mmol C/m^3]
2017-06-30T00:33:45,27.18,-157.607,497.2,0.0,[#/ml],,, [mmol C/m^3]
2017-06-30T00:40:55,27.18,-157.607,249.8,0.012,[#/ml],,, [mmol C/m^3]
2017-06-30T00:44:38,27.18,-157.607,198.6,0.032,[#/ml],,, [mmol C/m^3]
2017-06-30T00:47:33,27.18,-157.607,174.1,0.096,[#/ml],,, [mmol C/m^3]
2017-06-30T00:50:00,27.18,-157.607,147.4,0.287,[#/ml],,, [mmol C/m^3]
2017-06-30T00:54:58,27.18,-157.607,124.2,0.7290000000000001,[#/ml],,, [mmol C/m^3]
2017-06-30T00:57:31,27.18,-157.607,115.0,1.3769999999999998,[#/ml],,, [mmol C/m^3]
2017-06-30T00:59:57,27.18,-157.607,99.9,1.771,[#/ml],,, [mmol C/m^3]
2017-06-30T01:02:58,27.18,-157.607,73.8,2.251,[#/ml],,, [mmol C/m^3]
2017-06-30T01:09:17,27.18,-157.607,45.4,1.877,[#/ml],,, [mmol C/m^3]
2017-06-30T01:13:16,27.18,-157.607,15.3,1.222,[#/ml],,, [mmol C/m^3]
